0.000000 0.000000 0.000000 0.000000 -0.352642 -0.207373 -0.085727 -0.173619 -0.057666 0.064810 -0.142541 -0.010643 0.206960 0.222581 0.605960 -0.344873 -0.132574 -0.357450 -0.035477 -0.187152 0.308037 -0.159525 0.402923 -0.529878 -0.249936 0.086410 0.235799 -0.039280 0.213741 -0.348494 -0.233943 0.473806 -0.092171 0.014593 -0.070752 -0.226543 -0.007514 0.238816 0.223842 0.438242
0.000000 0.000000 0.000000 0.000000 0.415022 -0.166326 -0.009780 0.183944 -0.087198 -0.154869 -0.306108 -0.252302 0.288557 0.004234 -0.044157 0.277383 0.328480 0.185140 -0.074507 0.039580 0.110279 -0.352230 -0.321576 0.284334 0.162313 0.192825 -0.196567 -0.012514 0.332082 0.246641 -0.571156 -0.223068 -0.243703 -0.107589 0.333764 0.198786 -0.363238 -0.152250 -0.330692 -0.267268
0.000000 0.000000 0.000000 0.000000 0.105083 0.257115 0.073828 -0.357508 0.256703 0.138615 0.289210 0.087165 -0.324356 -0.238673 0.031632 -0.153220 0.223117 0.068445 0.145024 0.184227 -0.156388 0.072255 0.002400 0.299809 -0.040503 -0.222948 -0.099749 0.276380 -0.338133 0.091680 0.550679 -0.091166 0.240464 -0.005399 -0.393158 -0.509836 0.223951 -0.299550 -0.255818 -0.422326
0.000000 0.000000 0.000000 0.000000 -0.167464 0.116585 0.021679 0.347182 -0.111839 -0.048555 0.159439 0.175780 -0.171161 0.011858 -0.593435 0.220710 -0.419023 0.103866 -0.035041 -0.036655 -0.261928 0.439500 -0.083747 -0.054265 0.128126 -0.056287 0.060517 -0.224586 -0.207690 0.010173 0.254420 -0.159571 0.095410 0.098395 0.130145 0.537593 0.146802 0.212985 0.362668 0.251351
-0.352642 0.415022 0.105083 -0.167464 0.000000 0.000000 0.000000 0.000000 -0.415747 0.029846 -0.516601 0.256919 0.251160 -0.058027 -0.265263 -0.146780 -0.340380 0.028401 -0.334321 0.264467 0.153820 0.094538 -0.143039 -0.131884 -0.236775 0.139139 0.319812 0.118316 0.119548 0.012770 -0.173579 0.032186 -0.083078 -0.273737 -0.243941 -0.209295 0.239192 -0.019128 -0.269736 -0.045561
-0.207373 -0.166326 0.257115 0.116585 0.000000 0.000000 0.000000 0.000000 -0.148515 0.085695 0.155073 -0.056443 -0.861398 -0.415630 0.027438 0.111231 -0.051672 -0.660372 -0.108327 -0.311981 -0.015587 -0.095070 -0.182778 0.593698 -0.103549 0.130736 -0.001145 -0.007811 -0.026104 -0.147110 -0.197420 0.065481 -0.224033 -0.090377 -0.033246 -0.222896 0.294003 -0.220889 0.427390 0.031842
-0.085727 -0.009780 0.073828 0.021679 0.000000 0.000000 0.000000 0.000000 -0.099618 -0.025485 0.300234 0.124604 0.456939 0.161632 0.077466 0.262884 0.370144 0.905381 -0.122749 0.004629 0.013774 0.205004 0.394078 -0.233572 -0.076026 0.238030 0.004278 -0.084669 0.120304 0.265419 0.462030 0.126301 0.321290 0.393055 0.007446 0.265511 -0.879376 0.189632 -0.311633 -0.012783
-0.173619 0.183944 -0.357508 0.347182 0.000000 0.000000 0.000000 0.000000 0.663879 -0.090057 0.061294 -0.325080 0.153299 0.312025 0.160358 -0.227335 0.021907 -0.273411 0.565397 0.042885 -0.152007 -0.204471 -0.068260 -0.228242 0.416350 -0.507904 -0.322945 -0.025835 -0.213748 -0.131079 -0.091031 -0.223968 -0.014179 -0.028941 0.269741 0.166680 0.346181 0.050385 0.153979 0.026503
-0.057666 -0.087198 0.256703 -0.111839 -0.415747 -0.148515 -0.099618 0.663879 0.000000 0.000000 0.000000 0.000000 0.080817 -0.484991 0.069162 0.298060 -0.104397 -0.297876 0.250762 0.493363 -0.400407 0.115017 0.141507 -0.135352 0.076184 -0.083853 0.202935 0.244351 0.176341 0.120546 0.184258 0.108726 -0.072633 0.244254 -0.047783 0.724527 0.324022 0.789107 -0.346242 0.341330
0.064810 -0.154869 0.138615 -0.048555 0.029846 0.085695 -0.025485 -0.090057 0.000000 0.000000 0.000000 0.000000 0.165000 0.537575 0.233087 0.141750 0.576410 0.466292 0.179479 -0.159254 0.097894 0.362465 -0.197700 0.214662 0.109781 0.007334 -0.077639 0.046506 -0.364293 0.094960 -0.030679 -0.349608 0.394465 -0.008339 0.111922 -0.117409 -0.109682 -0.122065 0.225810 -0.192986
